Ticker,Name,Sector,Industry,FIGI
LCI UN Equity,Lannett Co Inc,Health Care,Pharmaceuticals,BBG000DMST02
NNI UN Equity,Nelnet Inc,Financials,Consumer Finance,BBG000PYK031
SAIA UW Equity,Saia Inc,Industrials,Road & Rail,BBG000P5N228
KNSL UW Equity,Kinsale Capital Group Inc,Financials,Insurance,BBG00D9MSZ05
PRTK UQ Equity,Paratek Pharmaceuticals Inc,Health Care,Pharmaceuticals,BBG000R36TT2
WLK UN Equity,Westlake Chemical Corp,Materials,Chemicals,BBG000PXZGY8
RUSHB UW Equity,Rush Enterprises Inc,Industrials,Trading Companies & Distributo,BBG000PLN1M3
ESGR UW Equity,Enstar Group Ltd,Financials,Insurance,BBG000NQM3K3
GTS UN Equity,Triple-S Management Corp,Health Care,Health Care Providers & Servic,BBG000P75830
ACTG UW Equity,Acacia Research Corp,Industrials,Professional Services,BBG000KF9X01
NPTN UN Equity,NeoPhotonics Corp,Information Technology,Semiconductors & Semiconductor,BBG000CL6XS0
GTT UN Equity,GTT Communications Inc,Information Technology,IT Services,BBG000QWDWX9
PRGO UN Equity,Perrigo Co PLC,Health Care,Pharmaceuticals,BBG000CNGTY7
AHT UN Equity,Ashford Hospitality Trust Inc,Real Estate,Equity Real Estate Investment,BBG000PRZWN8
LMAT UQ Equity,LeMaitre Vascular Inc,Health Care,Health Care Equipment & Suppli,BBG000LY1QM8
GOOD UW Equity,Gladstone Commercial Corp,Real Estate,Equity Real Estate Investment,BBG000M2QCC2
TOWN UW Equity,Towne Bank/Portsmouth VA,Financials,Banks,BBG000BBSPV2
PRSC UW Equity,Providence Service Corp/The,Health Care,Health Care Providers & Servic,BBG000P1CLC6
ALNY UW Equity,Alnylam Pharmaceuticals Inc,Health Care,Biotechnology,BBG000BFGYR2
CADE UN Equity,Cadence BanCorp,Financials,Banks,BBG00G7D68Z6
HCC UN Equity,Warrior Met Coal Inc,Materials,Metals & Mining,BBG00GD1JMY1
NESR UR Equity,National Energy Services Reunited Corp,Energy,Energy Equipment & Services,BBG00GVM4XV0
TPX UN Equity,Tempur Sealy International Inc,Consumer Discretionary,Household Durables,BBG000PXGX45
PRAH UW Equity,PRA Health Sciences Inc,Health Care,Life Sciences Tools & Services,BBG00741JH27
MRLN UW Equity,Marlin Business Services Corp,Financials,Diversified Financial Services,BBG000BN5VV8
ARMK UN Equity,Aramark,Consumer Discretionary,"Hotels, Restaurants & Leisure",BBG005HMZVD0
HLT UN Equity,Hilton Worldwide Holdings Inc,Consumer Discretionary,"Hotels, Restaurants & Leisure",BBG0058KMJP2
GBLI UW Equity,Global Indemnity Ltd,Financials,Insurance,BBG00DBPBWJ0
SALT UN Equity,Scorpio Bulkers Inc,Industrials,Marine,BBG005KLVW68
FRME UW Equity,First Merchants Corp,Financials,Banks,BBG000BBSV76
CONN UW Equity,Conn's Inc,Consumer Discretionary,Specialty Retail,BBG000BRWQZ6
FLXN UQ Equity,Flexion Therapeutics Inc,Health Care,Biotechnology,BBG005T9H7P6
EGRX UQ Equity,Eagle Pharmaceuticals Inc/DE,Health Care,Biotechnology,BBG005Y3XWP0
WIFI UW Equity,Boingo Wireless Inc,Communication Services,Wireless Telecommunication Ser,BBG001DFML17
CMPR UW Equity,Cimpress PLC,Industrials,Commercial Services & Supplies,BBG00R0TNGZ7
PRI UN Equity,Primerica Inc,Financials,Insurance,BBG000T8ZGB4
RMR UR Equity,RMR Group Inc/The,Real Estate,Real Estate Management & Devel,BBG00B6V7CX0
CMCT UQ Equity,CIM Commercial Trust Corp,Real Estate,Equity Real Estate Investment,BBG000BN7VR1
KRO UN Equity,Kronos Worldwide Inc,Materials,Chemicals,BBG000C3WLC4
TDOC UN Equity,Teladoc Health Inc,Health Care,Health Care Technology,BBG008LTMFD3
MCHX UW Equity,Marchex Inc,Communication Services,Media,BBG000GF5413
OAS UR Equity,Oasis Petroleum Inc,Energy,"Oil, Gas & Consumable Fuels",BBG000QFJDK6
HTH UN Equity,Hilltop Holdings Inc,Financials,Banks,BBG000GM7657
CDW UW Equity,CDW Corp/DE,Information Technology,"Electronic Equipment, Instrume",BBG004CH8XX3
HDS UW Equity,HD Supply Holdings Inc,Industrials,Trading Companies & Distributo,BBG004H19BG9
TCMD UQ Equity,Tactile Systems Technology Inc,Health Care,Health Care Equipment & Suppli,BBG00C0BG4C9
UCTT UW Equity,Ultra Clean Holdings Inc,Information Technology,Semiconductors & Semiconductor,BBG000HSM870
TBPH UQ Equity,Theravance Biopharma Inc,Health Care,Pharmaceuticals,BBG006H5S0W0
CTRE UW Equity,CareTrust REIT Inc,Real Estate,Equity Real Estate Investment,BBG006H11HN1
ASGN UN Equity,ASGN Inc,Industrials,Professional Services,BBG000CRNBZ8
AKTS UR Equity,Akoustis Technologies Inc,Information Technology,"Electronic Equipment, Instrume",BBG005WX3HD5
KTB UN Equity,Kontoor Brands Inc,Consumer Discretionary,"Textiles, Apparel & Luxury Goo",BBG00P1DMP31
LRN UN Equity,K12 Inc,Consumer Discretionary,Diversified Consumer Services,BBG000QSXRZ5
KIN UR Equity,Kindred Biosciences Inc,Health Care,Biotechnology,BBG005KLVX75
CPS UN Equity,Cooper-Standard Holdings Inc,Consumer Discretionary,Auto Components,BBG000PSXWB1
CDAY UN Equity,Ceridian HCM Holding Inc,Information Technology,Software,BBG00KG0HRN4
ACHN UW Equity,Achillion Pharmaceuticals Inc,Health Care,Biotechnology,BBG000BPQ3D2
BXS UN Equity,BancorpSouth Bank,Financials,Banks,BBG00HQ07XC0
CBSH UW Equity,Commerce Bancshares Inc/MO,Financials,Banks,BBG000BF3S26
TRMK UW Equity,Trustmark Corp,Financials,Banks,BBG000C3SLW7
PRTH UR Equity,Priority Technology Holdings Inc,Information Technology,IT Services,BBG00DSNH2B5
UMBF UW Equity,UMB Financial Corp,Financials,Banks,BBG000DD95N0
MTEM UR Equity,Molecular Templates Inc,Health Care,Biotechnology,BBG000NRVYV1
GCI UN Equity,Gannett Co Inc,Communication Services,Media,BBG005C9FQX5
ERIE UW Equity,Erie Indemnity Co,Financials,Insurance,BBG000BBTW82
WABC UW Equity,Westamerica Bancorporation,Financials,Banks,BBG000DD6018
TCBI UW Equity,Texas Capital Bancshares Inc,Financials,Banks,BBG000DN6BR4
PACW UW Equity,PacWest Bancorp,Financials,Banks,BBG000BWQWX1
CBNK UW Equity,Capital Bancorp Inc,Financials,Banks,BBG00LWJ6GM0
MNTA UW Equity,Momenta Pharmaceuticals Inc,Health Care,Biotechnology,BBG000M5SWY5
CNO UN Equity,CNO Financial Group Inc,Financials,Insurance,BBG000Q1GLM0
TLRA UN Equity,Telaria Inc,Information Technology,Software,BBG004MCY8M1
ETRN UN Equity,Equitrans Midstream Corp,Energy,"Oil, Gas & Consumable Fuels",BBG00K53L3D9
REG UW Equity,Regency Centers Corp,Real Estate,Equity Real Estate Investment,BBG000BL4H08
GRTS UW Equity,Gritstone Oncology Inc,Health Care,Biotechnology,BBG00LTQ2ZM0
IBP UN Equity,Installed Building Products Inc,Consumer Discretionary,Household Durables,BBG005TJKF45
REPL UW Equity,Replimune Group Inc,Health Care,Biotechnology,BBG00L91XLQ0
FGEN UW Equity,FibroGen Inc,Health Care,Biotechnology,BBG0077ZBFS3
ALLK UW Equity,Allakos Inc,Health Care,Biotechnology,BBG00L91YX01
FLDM UW Equity,Fluidigm Corp,Health Care,Life Sciences Tools & Services,BBG001D5DBX6
ETH UN Equity,Ethan Allen Interiors Inc,Consumer Discretionary,Household Durables,BBG000BBVHG3
CHNG UW Equity,Change Healthcare Inc,Health Care,Health Care Technology,BBG00NLMRXR6
ADPT UW Equity,Adaptive Biotechnologies Corp,Health Care,Life Sciences Tools & Services,BBG00PBGPJ25
MORF UQ Equity,Morphic Holding Inc,Health Care,Biotechnology,BBG00PBD6W60
BBIO UW Equity,Bridgebio Pharma Inc,Health Care,Biotechnology,BBG00PF2LY41
CIEN UN Equity,Ciena Corp,Information Technology,Communications Equipment,BBG000BP13M9
GSIT UW Equity,GSI Technology Inc,Information Technology,Semiconductors & Semiconductor,BBG000D0D2C2
WBA UW Equity,Walgreens Boots Alliance Inc,Consumer Staples,Food & Staples Retailing,BBG000BWLX00
DPZ UN Equity,Domino's Pizza Inc,Consumer Discretionary,"Hotels, Restaurants & Leisure",BBG000P46CJ0
MAR UW Equity,Marriott International Inc/MD,Consumer Discretionary,"Hotels, Restaurants & Leisure",BBG000BGDJN0
TRUP UQ Equity,Trupanion Inc,Financials,Insurance,BBG006S43GQ0
CNCE UQ Equity,Concert Pharmaceuticals Inc,Health Care,Biotechnology,BBG005TVZ3R4
EAT UN Equity,Brinker International Inc,Consumer Discretionary,"Hotels, Restaurants & Leisure",BBG000BK2BB3
CDNS UW Equity,Cadence Design Systems Inc,Information Technology,Software,BBG000C13KQ7
NGVT UN Equity,Ingevity Corp,Materials,Chemicals,BBG009LM28P1
CRS UN Equity,Carpenter Technology Corp,Materials,Metals & Mining,BBG000BGCTL1
CY UW Equity,Cypress Semiconductor Corp,Information Technology,Semiconductors & Semiconductor,BBG000BXNT14
JOE UN Equity,St Joe Co/The,Real Estate,Real Estate Management & Devel,BBG000D6VGB9
TYL UN Equity,Tyler Technologies Inc,Information Technology,Software,BBG000BVX1N4
UHS UN Equity,Universal Health Services Inc,Health Care,Health Care Providers & Servic,BBG000CB9T62
HURN UW Equity,Huron Consulting Group Inc,Industrials,Professional Services,BBG000PV2XM4
AGCO UN Equity,AGCO Corp,Industrials,Machinery,BBG000DCD2J9
SWKS UW Equity,Skyworks Solutions Inc,Information Technology,Semiconductors & Semiconductor,BBG000KLDQZ0
CRC UN Equity,California Resources Corp,Energy,"Oil, Gas & Consumable Fuels",BBG0060B3MB7
ATVI UW Equity,Activision Blizzard Inc,Communication Services,Entertainment,BBG000CVWRL9
EBIX UW Equity,Ebix Inc,Information Technology,Software,BBG000DWLBH8
HFC UN Equity,HollyFrontier Corp,Energy,"Oil, Gas & Consumable Fuels",BBG000BL9LX8
JKHY UW Equity,Jack Henry & Associates Inc,Information Technology,IT Services,BBG000BMHDJ1
KPTI UW Equity,Karyopharm Therapeutics Inc,Health Care,Biotechnology,BBG005CZBQW2
PDLI UW Equity,PDL BioPharma Inc,Health Care,Biotechnology,BBG000CQ0D81
AFIN UW Equity,American Finance Trust Inc,Real Estate,Equity Real Estate Investment,BBG008MPKG59
PRGS UW Equity,Progress Software Corp,Information Technology,Software,BBG000C4R3P4
CNST UW Equity,Constellation Pharmaceuticals Inc,Health Care,Biotechnology,BBG00L91XRY8
RGLD UW Equity,Royal Gold Inc,Materials,Metals & Mining,BBG000BS5937
SNPS UW Equity,Synopsys Inc,Information Technology,Software,BBG000BSG1H7
PTEN UW Equity,Patterson-UTI Energy Inc,Energy,Energy Equipment & Services,BBG000BKXQ08
SCHN UW Equity,Schnitzer Steel Industries Inc,Materials,Metals & Mining,BBG000BL1L48
RS UN Equity,Reliance Steel & Aluminum Co,Materials,Metals & Mining,BBG000CJ2332
ACIA UW Equity,Acacia Communications Inc,Information Technology,Communications Equipment,BBG00BR4R873
ADTN UW Equity,ADTRAN Inc,Information Technology,Communications Equipment,BBG000C4KDF0
HSIC UW Equity,Henry Schein Inc,Health Care,Health Care Providers & Servic,BBG000BNMVX7
ANSS UW Equity,ANSYS Inc,Information Technology,Software,BBG000GXZJ63
FDS UN Equity,FactSet Research Systems Inc,Financials,Capital Markets,BBG000BDJMS9
AMG UN Equity,Affiliated Managers Group Inc,Financials,Capital Markets,BBG000C06204
TTWO UW Equity,Take-Two Interactive Software Inc,Communication Services,Entertainment,BBG000BS26J9
JLL UN Equity,Jones Lang LaSalle Inc,Real Estate,Real Estate Management & Devel,BBG000C2L3M7
MSTR UW Equity,MicroStrategy Inc,Information Technology,Software,BBG000GQK387
SBAC UW Equity,SBA Communications Corp,Real Estate,Equity Real Estate Investment,BBG000D2MBW6
ON UW Equity,ON Semiconductor Corp,Information Technology,Semiconductors & Semiconductor,BBG000DV8ZY3
ORA UN Equity,Ormat Technologies Inc,Utilities,Independent Power and Renewabl,BBG000Q5BSH7
MDRX UW Equity,Allscripts Healthcare Solutions Inc,Health Care,Health Care Technology,BBG000BLF815
CRL UN Equity,Charles River Laboratories International,Health Care,Life Sciences Tools & Services,BBG000BG5DL4
TCFC UR Equity,Community Financial Corp/The,Financials,Banks,BBG000BBFMJ7
BWXT UN Equity,BWX Technologies Inc,Industrials,Aerospace & Defense,BBG000D86H49
BLKB UW Equity,Blackbaud Inc,Information Technology,Software,BBG000BGH7H9
OIS UN Equity,Oil States International Inc,Energy,Energy Equipment & Services,BBG000BDDQ06
BG UN Equity,Bunge Ltd,Consumer Staples,Food Products,BBG000DGPTS8
WLL UN Equity,Whiting Petroleum Corp,Energy,"Oil, Gas & Consumable Fuels",BBG000PX40S4
XRX UN Equity,Xerox Holdings Corp,Information Technology,"Technology Hardware, Storage &",BBG00NRX6QL0
HPR UN Equity,HighPoint Resources Corp,Energy,"Oil, Gas & Consumable Fuels",BBG00JPRB160
CE UN Equity,Celanese Corp,Materials,Chemicals,BBG000JYPCR1
KBR UN Equity,KBR Inc,Information Technology,IT Services,BBG000P292S3
SXC UN Equity,SunCoke Energy Inc,Materials,Metals & Mining,BBG001LMHLF4
HII UN Equity,Huntington Ingalls Industries Inc,Industrials,Aerospace & Defense,BBG001KTGG62
GT UW Equity,Goodyear Tire & Rubber Co/The,Consumer Discretionary,Auto Components,BBG000BKP8N2
PNM UN Equity,PNM Resources Inc,Utilities,Electric Utilities,BBG000BRDH78
TWTR UN Equity,Twitter Inc,Communication Services,Interactive Media & Services,BBG0058P50C5
CFG UN Equity,Citizens Financial Group Inc,Financials,Banks,BBG006Q0HYC1
YEXT UN Equity,Yext Inc,Information Technology,Software,BBG00G6QZWL8
CFR UN Equity,Cullen/Frost Bankers Inc,Financials,Banks,BBG000C2PN67
FCFS UW Equity,FirstCash Inc,Financials,Consumer Finance,BBG000DNHLR0
SUM UN Equity,Summit Materials Inc,Materials,Construction Materials,BBG007R7ZQZ5
JHG UN Equity,Janus Henderson Group PLC,Financials,Capital Markets,BBG00GSNPM34
PB UN Equity,Prosperity Bancshares Inc,Financials,Banks,BBG000BHY760
EVFM UR Equity,Evofem Biosciences Inc,Health Care,Pharmaceuticals,BBG007BW54F1
EVC UN Equity,Entravision Communications Corp,Communication Services,Media,BBG000BTNWB5
MRKR UQ Equity,Marker Therapeutics Inc,Health Care,Biotechnology,BBG000GMZST2
LYV UN Equity,Live Nation Entertainment Inc,Communication Services,Entertainment,BBG000FQ8195
TOCA UW Equity,Tocagen Inc,Health Care,Biotechnology,BBG00G6DXLH8
WMS UN Equity,Advanced Drainage Systems Inc,Industrials,Building Products,BBG0068SP4V6
OEC UN Equity,Orion Engineered Carbons SA,Materials,Chemicals,BBG006MC4LV0
CVGI UW Equity,Commercial Vehicle Group Inc,Industrials,Machinery,BBG000PZ1609
AMSWA UW Equity,American Software Inc/GA,Information Technology,Software,BBG000BBWPX5
COO UN Equity,Cooper Cos Inc/The,Health Care,Health Care Equipment & Suppli,BBG000BG36M0
MAN UN Equity,ManpowerGroup Inc,Industrials,Professional Services,BBG000BNML41
OII UN Equity,Oceaneering International Inc,Energy,Energy Equipment & Services,BBG000CPBGD8
VHI UN Equity,Valhi Inc,Materials,Chemicals,BBG000BWD207
VSH UN Equity,Vishay Intertechnology Inc,Information Technology,"Electronic Equipment, Instrume",BBG000BWKCJ7
TECD UW Equity,Tech Data Corp,Information Technology,"Electronic Equipment, Instrume",BBG000BV2NB3
ATR UN Equity,AptarGroup Inc,Materials,Containers & Packaging,BBG000BGX4L3
RMD UN Equity,ResMed Inc,Health Care,Health Care Equipment & Suppli,BBG000L4NCN0
LAZ UN Equity,Lazard Ltd,Financials,Capital Markets,BBG000BT4DQ2
MTD UN Equity,Mettler-Toledo International Inc,Health Care,Life Sciences Tools & Services,BBG000BZCP64
VBIV UR Equity,VBI Vaccines Inc,Health Care,Biotechnology,BBG000BB3ZH3
ARVN UW Equity,Arvinas Inc,Health Care,Pharmaceuticals,BBG00LW7YKT9
BMRN UW Equity,BioMarin Pharmaceutical Inc,Health Care,Biotechnology,BBG000CZX7N1
SPWR UW Equity,SunPower Corp,Information Technology,Semiconductors & Semiconductor,BBG000FVQDL4
BECN UW Equity,Beacon Roofing Supply Inc,Industrials,Trading Companies & Distributo,BBG000BKV855
VPG UN Equity,Vishay Precision Group Inc,Information Technology,"Electronic Equipment, Instrume",BBG000PRQ1H3
MNOV UQ Equity,MediciNova Inc,Health Care,Biotechnology,BBG000RDP2S9
WAL UN Equity,Western Alliance Bancorp,Financials,Banks,BBG000Q1KHQ0
AMPY UN Equity,Amplify Energy Corp,Energy,"Oil, Gas & Consumable Fuels",BBG00F0YM131
PINC UW Equity,Premier Inc,Health Care,Health Care Providers & Servic,BBG005630QP0
TAST UW Equity,Carrols Restaurant Group Inc,Consumer Discretionary,"Hotels, Restaurants & Leisure",BBG000Q1PRF5
GTES UN Equity,Gates Industrial Corp PLC,Industrials,Machinery,BBG00JM9V768
MNLO UW Equity,Menlo Therapeutics Inc,Health Care,Pharmaceuticals,BBG00JN3X438
SHO UN Equity,Sunstone Hotel Investors Inc,Real Estate,Equity Real Estate Investment,BBG000Q3TTW4
GOLF UN Equity,Acushnet Holdings Corp,Consumer Discretionary,Leisure Products,BBG00D5L3TF6
FOXA UW Equity,Fox Corp,Communication Services,Media,BBG00JHNJWT7
VIAC UW Equity,ViacomCBS Inc,Communication Services,Media,BBG000C49H91
FOX UW Equity,Fox Corp,Communication Services,Media,BBG00JHNKKJ2
PLMR UW Equity,Palomar Holdings Inc,Financials,Insurance,BBG00NLMRYN8
TPTX UW Equity,Turning Point Therapeutics Inc,Health Care,Biotechnology,BBG00NPL9X12
CHD UN Equity,Church & Dwight Co Inc,Consumer Staples,Household Products,BBG000BFJW57
DRE UN Equity,Duke Realty Corp,Real Estate,Equity Real Estate Investment,BBG000BHDCJ8
VIACA UW Equity,ViacomCBS Inc,Communication Services,Media,BBG000BWDT35
FRT UN Equity,Federal Realty Investment Trust,Real Estate,Equity Real Estate Investment,BBG000BJVPQ7
MDU UN Equity,MDU Resources Group Inc,Utilities,Multi-Utilities,BBG000BNX571
MGM UN Equity,MGM Resorts International,Consumer Discretionary,"Hotels, Restaurants & Leisure",BBG000C2C1W0
ODP UW Equity,Office Depot Inc,Consumer Discretionary,Specialty Retail,BBG000CP0RF4
METC UW Equity,Ramaco Resources Inc,Materials,Metals & Mining,BBG00FP308Q6
TOL UN Equity,Toll Brothers Inc,Consumer Discretionary,Household Durables,BBG000BVHF42
AMWD UW Equity,American Woodmark Corp,Industrials,Building Products,BBG000BBXGX4
TBBK UW Equity,Bancorp Inc/The,Financials,Banks,BBG000Q514R0
EV UN Equity,Eaton Vance Corp,Financials,Capital Markets,BBG000DBVDT6
FOSL UW Equity,Fossil Group Inc,Consumer Discretionary,"Textiles, Apparel & Luxury Goo",BBG000C37DG6
SSTI UR Equity,ShotSpotter Inc,Information Technology,Software,BBG00GMFSKG4
JBHT UW Equity,JB Hunt Transport Services Inc,Industrials,Road & Rail,BBG000BMDQK4
LRCX UW Equity,Lam Research Corp,Information Technology,Semiconductors & Semiconductor,BBG000BNFW27
MHK UN Equity,Mohawk Industries Inc,Consumer Discretionary,Household Durables,BBG000FLZR62
PNR UN Equity,Pentair PLC,Industrials,Machinery,BBG000C223L9
AAWW UW Equity,Atlas Air Worldwide Holdings Inc,Industrials,Air Freight & Logistics,BBG000Q58769
SEIC UW Equity,SEI Investments Co,Financials,Capital Markets,BBG000BSQWM2
VRTX UW Equity,Vertex Pharmaceuticals Inc,Health Care,Biotechnology,BBG000C1SD31
CUBE UN Equity,CubeSmart,Real Estate,Equity Real Estate Investment,BBG000HF2BJ0
CREE UW Equity,Cree Inc,Information Technology,Semiconductors & Semiconductor,BBG000BG1FT5
MLVF UQ Equity,Malvern Bancorp Inc,Financials,Banks,BBG000QJ3Y38
MAC UN Equity,Macerich Co/The,Real Estate,Equity Real Estate Investment,BBG000BL9DV8
NYCB UN Equity,New York Community Bancorp Inc,Financials,Thrifts & Mortgage Finance,BBG000BVXS28
RNR UN Equity,RenaissanceRe Holdings Ltd,Financials,Insurance,BBG000BFW132
WMGI UW Equity,Wright Medical Group NV,Health Care,Health Care Equipment & Suppli,BBG000BBXW41
SIRI UW Equity,Sirius XM Holdings Inc,Communication Services,Media,BBG000BT07L4
MLM UN Equity,Martin Marietta Materials Inc,Materials,Construction Materials,BBG000BGYPN3
LTRPA UW Equity,Liberty TripAdvisor Holdings Inc,Communication Services,Interactive Media & Services,BBG005DKMJS3
RYN UN Equity,Rayonier Inc,Real Estate,Equity Real Estate Investment,BBG000BG7MZ7
LPT UN Equity,Liberty Property Trust,Real Estate,Equity Real Estate Investment,BBG000BF1RQ4
BHVN UN Equity,Biohaven Pharmaceutical Holding Co Ltd,Health Care,Biotechnology,BBG00GFCLYZ5
JOUT UW Equity,Johnson Outdoors Inc,Consumer Discretionary,Leisure Products,BBG000HCYV71
SCCO UN Equity,Southern Copper Corp,Materials,Metals & Mining,BBG000BSHKK0
BXC UN Equity,BlueLinx Holdings Inc,Industrials,Trading Companies & Distributo,BBG000GZH3P2
GWGH UR Equity,GWG Holdings Inc,Financials,Diversified Financial Services,BBG002611J94
LGIH UW Equity,LGI Homes Inc,Consumer Discretionary,Household Durables,BBG0056656D5
FNCB UR Equity,FNCB Bancorp Inc,Financials,Banks,BBG000BP3Y03
AAOI UQ Equity,Applied Optoelectronics Inc,Information Technology,Communications Equipment,BBG00564XQN4
ACGL UW Equity,Arch Capital Group Ltd,Financials,Insurance,BBG000HXQ125
DISH UW Equity,DISH Network Corp,Communication Services,Media,BBG000C2YW76
FB UW Equity,Facebook Inc,Communication Services,Interactive Media & Services,BBG002GPKKZ7
ALXN UW Equity,Alexion Pharmaceuticals Inc,Health Care,Biotechnology,BBG000G32HL2
RE UN Equity,Everest Re Group Ltd,Financials,Insurance,BBG000C1XXY7
AMTD UW Equity,TD Ameritrade Holding Corp,Financials,Capital Markets,BBG000BMFPK4
NLY UN Equity,Annaly Capital Management Inc,Financials,Mortgage Real Estate Investmen,BBG000BJFKR5
ICFI UW Equity,ICF International Inc,Industrials,Professional Services,BBG000BBY683
KNL UN Equity,Knoll Inc,Industrials,Commercial Services & Supplies,BBG000N7N609
FLOW UN Equity,SPX FLOW Inc,Industrials,Machinery,BBG007FL7ZK4
CCI UN Equity,Crown Castle International Corp,Real Estate,Equity Real Estate Investment,BBG000FV22P0
CLR UN Equity,Continental Resources Inc/OK,Energy,"Oil, Gas & Consumable Fuels",BBG000BHBJM1
PBIP UQ Equity,Prudential Bancorp Inc,Financials,Thrifts & Mortgage Finance,BBG000Q8MKQ6
RRBI UW Equity,Red River Bancshares Inc,Financials,Banks,BBG00NVCHX25
AAP UN Equity,Advance Auto Parts Inc,Consumer Discretionary,Specialty Retail,BBG000F7RFH6
ILMN UW Equity,Illumina Inc,Health Care,Life Sciences Tools & Services,BBG000DSQ5M9
STRO UQ Equity,Sutro Biopharma Inc,Health Care,Biotechnology,BBG00LVGSMY7
ADS UN Equity,Alliance Data Systems Corp,Information Technology,IT Services,BBG000BFNSP9
SEM UN Equity,Select Medical Holdings Corp,Health Care,Health Care Providers & Servic,BBG000QCHP00
USX UN Equity,US Xpress Enterprises Inc,Industrials,Road & Rail,BBG00KVSWB18
DLB UN Equity,Dolby Laboratories Inc,Information Technology,"Electronic Equipment, Instrume",BBG000DGLWP8
CHRA UN Equity,Charah Solutions Inc,Industrials,Commercial Services & Supplies,BBG00KY7TFZ9
DOC UN Equity,Physicians Realty Trust,Real Estate,Equity Real Estate Investment,BBG004MF59M4
REXR UN Equity,Rexford Industrial Realty Inc,Real Estate,Equity Real Estate Investment,BBG004MB8398
EPC UN Equity,Edgewell Personal Care Co,Consumer Staples,Personal Products,BBG000BRW7M2
MRVL UW Equity,Marvell Technology Group Ltd,Information Technology,Semiconductors & Semiconductor,BBG000BYX620
SAIC UN Equity,Science Applications International Corp,Information Technology,IT Services,BBG003BW05R9
GRMN UW Equity,Garmin Ltd,Consumer Discretionary,Household Durables,BBG000C4LXW6
ANAT UW Equity,American National Insurance Co,Financials,Insurance,BBG000BBYG27
XEC UN Equity,Cimarex Energy Co,Energy,"Oil, Gas & Consumable Fuels",BBG000D6L418
REAL UW Equity,RealReal Inc/The,Consumer Discretionary,Internet & Direct Marketing Re,BBG00PBK8DS0
KRTX UQ Equity,Karuna Therapeutics Inc,Health Care,Biotechnology,BBG00PBK8KJ4
TPCO UQ Equity,Tribune Publishing Co,Communication Services,Media,BBG004TCGFW7
HLF UN Equity,Herbalife Nutrition Ltd,Consumer Staples,Personal Products,BBG000MM5YX0
AXS UN Equity,Axis Capital Holdings Ltd,Financials,Insurance,BBG000FLFB23
DLR UN Equity,Digital Realty Trust Inc,Real Estate,Equity Real Estate Investment,BBG000Q5ZSC6
LVS UN Equity,Las Vegas Sands Corp,Consumer Discretionary,"Hotels, Restaurants & Leisure",BBG000JWDCN2
DISCK UW Equity,Discovery Inc,Communication Services,Media,BBG000VMWN82
LYB UN Equity,LyondellBasell Industries NV,Materials,Chemicals,BBG000WCFWH2
ULH UW Equity,Universal Logistics Holdings Inc,Industrials,Road & Rail,BBG000LGRGS5
AVGO UW Equity,Broadcom Inc,Information Technology,Semiconductors & Semiconductor,BBG00KHY5SQ7
QRTEA UW Equity,Qurate Retail Inc,Consumer Discretionary,Internet & Direct Marketing Re,BBG000PCS3J8
BXG UN Equity,Bluegreen Vacations Corp,Consumer Discretionary,"Hotels, Restaurants & Leisure",BBG00J29D136
HTZ UN Equity,Hertz Global Holdings Inc,Industrials,Road & Rail,BBG00D1WHZJ3
FLT UN Equity,FleetCor Technologies Inc,Information Technology,IT Services,BBG0014KPDL9
SCU UN Equity,Sculptor Capital Management Inc,Financials,Capital Markets,BBG000N08JR4
CXO UN Equity,Concho Resources Inc,Energy,"Oil, Gas & Consumable Fuels",BBG000R7RF74
LULU UW Equity,Lululemon Athletica Inc,Consumer Discretionary,"Textiles, Apparel & Luxury Goo",BBG000R903D9
EXLS UW Equity,ExlService Holdings Inc,Information Technology,IT Services,BBG000NS3Y68
AWK UN Equity,American Water Works Co Inc,Utilities,Water Utilities,BBG000TRJ3B9
CUBI UN Equity,Customers Bancorp Inc,Financials,Banks,BBG002CPX964
GM UN Equity,General Motors Co,Consumer Discretionary,Automobiles,BBG0014WFHK6
DG UN Equity,Dollar General Corp,Consumer Discretionary,Multiline Retail,BBG000NV1PS8
CIT UN Equity,CIT Group Inc,Financials,Banks,BBG000Q0BRW3
LEGH UW Equity,Legacy Housing Corp,Consumer Discretionary,Household Durables,BBG00MJDR8B3
KMI UN Equity,Kinder Morgan Inc/DE,Energy,"Oil, Gas & Consumable Fuels",BBG0019JZ8D6
RNG UN Equity,RingCentral Inc,Information Technology,Software,BBG00562KGZ1
ARAY UW Equity,Accuray Inc,Health Care,Health Care Equipment & Suppli,BBG000QNS713
KALV UQ Equity,KalVista Pharmaceuticals Inc,Health Care,Biotechnology,BBG007TGGFT5
HCA UN Equity,HCA Healthcare Inc,Health Care,Health Care Providers & Servic,BBG000QW7X64
NWSA UW Equity,News Corp,Communication Services,Media,BBG004PLVW57
ORI UN Equity,Old Republic International Corp,Financials,Insurance,BBG000C4PNM5
GLDD UW Equity,Great Lakes Dredge & Dock Corp,Industrials,Construction & Engineering,BBG000QT4FF3
OCUL UQ Equity,Ocular Therapeutix Inc,Health Care,Pharmaceuticals,BBG006NXR963
LOCO UW Equity,El Pollo Loco Holdings Inc,Consumer Discretionary,"Hotels, Restaurants & Leisure",BBG006Q55V57
VEC UN Equity,Vectrus Inc,Industrials,Aerospace & Defense,BBG0064LTSY5
