Ticker,Name,Sector,Industry,FIGI
PDLB UQ Equity,PDL Community Bancorp,Financials,Thrifts & Mortgage Finance,BBG00HVQCLM6
PTN UA Equity,Palatin Technologies Inc,Health Care,Biotechnology,BBG000BN9Q36
SLAB UW Equity,Silicon Laboratories Inc,Information Technology,Semiconductors & Semiconductor,BBG000BB9N93
CNTY UR Equity,Century Casinos Inc,Consumer Discretionary,"Hotels, Restaurants & Leisure",BBG000BMY4F6
QTS UN Equity,QTS Realty Trust Inc,Real Estate,Equity Real Estate Investment,BBG0054B2140
GOSS UW Equity,Gossamer Bio Inc,Health Care,Biotechnology,BBG00MVWLM59
SRI UN Equity,Stoneridge Inc,Consumer Discretionary,Auto Components,BBG000BB9S83
OSBC UW Equity,Old Second Bancorp Inc,Financials,Banks,BBG000BLG495
RBB UW Equity,RBB Bancorp,Financials,Banks,BBG0035MMQG0
NRZ UN Equity,New Residential Investment Corp,Financials,Mortgage Real Estate Investmen,BBG004HQLTC5
PUB UR Equity,People's Utah Bancorp,Financials,Banks,BBG008KF9T67
SUI UN Equity,Sun Communities Inc,Real Estate,Equity Real Estate Investment,BBG000BLJXH9
SUPN UQ Equity,Supernus Pharmaceuticals Inc,Health Care,Pharmaceuticals,BBG001CJC366
PFNX UA Equity,Pfenex Inc,Health Care,Biotechnology,BBG006M12YL9
FRPT UQ Equity,Freshpet Inc,Consumer Staples,Food Products,BBG00742MS54
SYNH UW Equity,Syneos Health Inc,Health Care,Life Sciences Tools & Services,BBG0078Y1DY4
AMBC UW Equity,Ambac Financial Group Inc,Financials,Insurance,BBG004HQHL46
HIIQ UQ Equity,Health Insurance Innovations Inc,Financials,Insurance,BBG003QRSQL4
EIGI UW Equity,Endurance International Group Holdings I,Information Technology,IT Services,BBG00580BVC5
CATM UW Equity,Cardtronics PLC,Information Technology,IT Services,BBG00D20BZF2
HT UN Equity,Hersha Hospitality Trust,Real Estate,Equity Real Estate Investment,BBG000BBBC12
RGNX UW Equity,REGENXBIO Inc,Health Care,Biotechnology,BBG009T0LKT9
UFPT UR Equity,UFP Technologies Inc,Materials,Containers & Packaging,BBG000BJC5G3
CLNY UN Equity,Colony Capital Inc,Real Estate,Equity Real Estate Investment,BBG00D32ML39
FNF UN Equity,Fidelity National Financial Inc,Financials,Insurance,BBG006N7S6P4
TMST UN Equity,TimkenSteel Corp,Materials,Metals & Mining,BBG006N4NZL6
CPLG UN Equity,CorePoint Lodging Inc,Real Estate,Equity Real Estate Investment,BBG00KRTS608
BCRX UW Equity,BioCryst Pharmaceuticals Inc,Health Care,Biotechnology,BBG000BLZ7C3
TACO UR Equity,Del Taco Restaurants Inc,Consumer Discretionary,"Hotels, Restaurants & Leisure",BBG005SSMPW1
VOYA UN Equity,Voya Financial Inc,Financials,Diversified Financial Services,BBG003MCYRP8
XNCR UQ Equity,Xencor Inc,Health Care,Biotechnology,BBG005DNJ2W3
XEL UW Equity,Xcel Energy Inc,Utilities,Electric Utilities,BBG000BCV381
RGCO UQ Equity,RGC Resources Inc,Utilities,Gas Utilities,BBG000BMCVH8
LILA UW Equity,Liberty Latin America Ltd,Communication Services,Media,BBG00JHP6H64
LILAK UW Equity,Liberty Latin America Ltd,Communication Services,Media,BBG00JKWHZT8
ONDK UN Equity,On Deck Capital Inc,Financials,Diversified Financial Services,BBG007HWXM28
TBK UW Equity,Triumph Bancorp Inc,Financials,Banks,BBG0074VHM77
EPRT UN Equity,Essential Properties Realty Trust Inc,Real Estate,Equity Real Estate Investment,BBG00L17LGN2
APAM UN Equity,Artisan Partners Asset Management Inc,Financials,Capital Markets,BBG001M6D022
PEBO UW Equity,Peoples Bancorp Inc/OH,Financials,Banks,BBG000BDQ0P2
KHC UW Equity,Kraft Heinz Co/The,Consumer Staples,Food Products,BBG008H7SQZ2
TIPT UR Equity,Tiptree Inc,Financials,Insurance,BBG000R2S1T1
REV UN Equity,Revlon Inc,Consumer Staples,Personal Products,BBG000BDF813
MTDR UN Equity,Matador Resources Co,Energy,"Oil, Gas & Consumable Fuels",BBG001ZSF803
SLCA UN Equity,US Silica Holdings Inc,Energy,Energy Equipment & Services,BBG001XJRMK9
ELVT UN Equity,Elevate Credit Inc,Financials,Consumer Finance,BBG00BDR2KQ6
WSR UN Equity,Whitestone REIT,Real Estate,Equity Real Estate Investment,BBG000Q2BYJ9
FG UN Equity,FGL Holdings,Financials,Diversified Financial Services,BBG00D9P1512
AR UN Equity,Antero Resources Corp,Energy,"Oil, Gas & Consumable Fuels",BBG004PMFSC4
LYFT UW Equity,Lyft Inc,Industrials,Road & Rail,BBG00MRH6CX5
CXP UN Equity,Columbia Property Trust Inc,Real Estate,Equity Real Estate Investment,BBG005D26SV7
MGTX UW Equity,MeiraGTx Holdings plc,Health Care,Biotechnology,BBG00KXH44Y1
VAC UN Equity,Marriott Vacations Worldwide Corp,Consumer Discretionary,"Hotels, Restaurants & Leisure",BBG002769G90
PCYO UR Equity,Pure Cycle Corp,Utilities,Water Utilities,BBG000BLF370
HARP UW Equity,Harpoon Therapeutics Inc,Health Care,Biotechnology,BBG00MYNY5J4
NNBR UW Equity,NN Inc,Industrials,Machinery,BBG000BHCSX8
AMNB UW Equity,American National Bankshares Inc,Financials,Banks,BBG000BG9387
ATLO UR Equity,Ames National Corp,Financials,Banks,BBG000BHLT84
ARTNA UW Equity,Artesian Resources Corp,Utilities,Water Utilities,BBG000BG1K50
NKTR UW Equity,Nektar Therapeutics,Health Care,Pharmaceuticals,BBG000BHD8K5
CCNE UW Equity,CNB Financial Corp/PA,Financials,Banks,BBG000BKQ7P1
LKFN UW Equity,Lakeland Financial Corp,Financials,Banks,BBG000BHRBS5
MGNX UW Equity,MacroGenics Inc,Health Care,Biotechnology,BBG0057K7ZX5
FCBC UW Equity,First Community Bankshares Inc,Financials,Banks,BBG000BND1Y2
NKSH UR Equity,National Bankshares Inc,Financials,Banks,BBG000BJ9LZ1
MPAA UW Equity,Motorcar Parts of America Inc,Consumer Discretionary,Auto Components,BBG000BJSC99
SHEN UW Equity,Shenandoah Telecommunications Co,Communication Services,Wireless Telecommunication Ser,BBG000BTCBR6
SBBX UQ Equity,SB One Bancorp,Financials,Banks,BBG000BLQZ13
BCOR UW Equity,Blucora Inc,Financials,Capital Markets,BBG000BBDCB9
BDGE UW Equity,Bridge Bancorp Inc,Financials,Banks,BBG000BGDDR9
GHM UN Equity,Graham Corp,Industrials,Machinery,BBG000BKB9K8
CCBG UW Equity,Capital City Bank Group Inc,Financials,Banks,BBG000BM9GY6
MNST UW Equity,Monster Beverage Corp,Consumer Staples,Beverages,BBG008NVB1Y6
INSW UN Equity,International Seaways Inc,Energy,"Oil, Gas & Consumable Fuels",BBG00DGT2043
WPG UN Equity,Washington Prime Group Inc,Real Estate,Equity Real Estate Investment,BBG006D8NYH6
SONO UW Equity,Sonos Inc,Consumer Discretionary,Household Durables,BBG00LD41Z47
BANC UN Equity,Banc of California Inc,Financials,Banks,BBG000F7VK71
WING UW Equity,Wingstop Inc,Consumer Discretionary,"Hotels, Restaurants & Leisure",BBG008N299H5
ANAB UW Equity,AnaptysBio Inc,Health Care,Biotechnology,BBG009ZHBP97
STML UR Equity,Stemline Therapeutics Inc,Health Care,Biotechnology,BBG002VL4M92
BMRC UR Equity,Bank of Marin Bancorp,Financials,Banks,BBG000C3NCV3
SMBC UQ Equity,Southern Missouri Bancorp Inc,Financials,Thrifts & Mortgage Finance,BBG000C3ZRN6
LADR UN Equity,Ladder Capital Corp,Financials,Mortgage Real Estate Investmen,BBG005RVGZ96
TLYS UN Equity,Tilly's Inc,Consumer Discretionary,Specialty Retail,BBG001VGVJK9
NOW UN Equity,ServiceNow Inc,Information Technology,Software,BBG002VH3DV7
ALEX UN Equity,Alexander & Baldwin Inc,Real Estate,Equity Real Estate Investment,BBG00HS2H302
UUUU UA Equity,Energy Fuels Inc/Canada,Energy,"Oil, Gas & Consumable Fuels",BBG000BXTQW0
BRX UN Equity,Brixmor Property Group Inc,Real Estate,Equity Real Estate Investment,BBG004V7PD50
MDGL UR Equity,Madrigal Pharmaceuticals Inc,Health Care,Biotechnology,BBG000QS6SJ1
XFOR UR Equity,X4 Pharmaceuticals Inc,Health Care,Biotechnology,BBG00J0BK9Q3
ALTM UQ Equity,Altus Midstream Co,Energy,"Oil, Gas & Consumable Fuels",BBG00GKQZSC1
ERA UN Equity,Era Group Inc,Energy,Energy Equipment & Services,BBG001YH8PW3
OKTA UW Equity,Okta Inc,Information Technology,IT Services,BBG00G6S3JL8
ABCB UW Equity,Ameris Bancorp,Financials,Banks,BBG000CDYGZ6
FGBI UQ Equity,First Guaranty Bancshares Inc,Financials,Banks,BBG000BRLSK0
KURA UW Equity,Kura Oncology Inc,Health Care,Biotechnology,BBG009W9FYV0
RMNI UQ Equity,Rimini Street Inc,Information Technology,Software,BBG009KGZJ57
PENN UW Equity,Penn National Gaming Inc,Consumer Discretionary,"Hotels, Restaurants & Leisure",BBG000CF0Z04
TPRE UN Equity,Third Point Reinsurance Ltd,Financials,Insurance,BBG004TYNYC2
ARLO UN Equity,Arlo Technologies Inc,Information Technology,"Electronic Equipment, Instrume",BBG00LD5QR27
ZUO UN Equity,Zuora Inc,Information Technology,Software,BBG00KBKKZ26
GBX UN Equity,Greenbrier Cos Inc/The,Industrials,Machinery,BBG000CF51V0
AVYA UN Equity,Avaya Holdings Corp,Information Technology,Software,BBG001QYNNL5
MLR UN Equity,Miller Industries Inc/TN,Industrials,Machinery,BBG000BXFXL2
HGV UN Equity,Hilton Grand Vacations Inc,Consumer Discretionary,"Hotels, Restaurants & Leisure",BBG00CBYY6R6
PK UN Equity,Park Hotels & Resorts Inc,Real Estate,Equity Real Estate Investment,BBG00FGXCK17
RVNC UQ Equity,Revance Therapeutics Inc,Health Care,Pharmaceuticals,BBG005SDSMN5
MGTA UQ Equity,Magenta Therapeutics Inc,Health Care,Biotechnology,BBG00L158FK6
FR UN Equity,First Industrial Realty Trust Inc,Real Estate,Equity Real Estate Investment,BBG000CKGGX2
PGC UW Equity,Peapack Gladstone Financial Corp,Financials,Banks,BBG000MMCXH2
KZR UW Equity,Kezar Life Sciences Inc,Health Care,Biotechnology,BBG00L10PY27
ZEUS UW Equity,Olympic Steel Inc,Materials,Metals & Mining,BBG000BBG4H8
XERS UW Equity,Xeris Pharmaceuticals Inc,Health Care,Pharmaceuticals,BBG00L10P487
AVRO UW Equity,Avrobio Inc,Health Care,Biotechnology,BBG00L1BCQ60
FRGI UW Equity,Fiesta Restaurant Group Inc,Consumer Discretionary,"Hotels, Restaurants & Leisure",BBG002Y1HLT9
VREX UW Equity,Varex Imaging Corp,Health Care,Health Care Equipment & Suppli,BBG00FQY3SB6
IIIV UW Equity,I3 Verticals Inc,Information Technology,IT Services,BBG00L4PDD73
AVTR UN Equity,Avantor Inc,Health Care,Life Sciences Tools & Services,BBG00N9SDKZ1
LNG UA Equity,Cheniere Energy Inc,Energy,"Oil, Gas & Consumable Fuels",BBG000C3HT52
REVG UN Equity,REV Group Inc,Industrials,Machinery,BBG00F32S098
JNCE UW Equity,Jounce Therapeutics Inc,Health Care,Biotechnology,BBG00FQKMC11
AZPN UW Equity,Aspen Technology Inc,Information Technology,Software,BBG000DFN782
CPE UN Equity,Callon Petroleum Co,Energy,"Oil, Gas & Consumable Fuels",BBG000JSVGG0
DXPE UW Equity,DXP Enterprises Inc/TX,Industrials,Trading Companies & Distributo,BBG000HV0SK8
AMH UN Equity,American Homes 4 Rent,Real Estate,Equity Real Estate Investment,BBG004X82BC7
YMAB UW Equity,Y-mAbs Therapeutics Inc,Health Care,Biotechnology,BBG00LV01WQ8
BSGM UR Equity,BioSig Technologies Inc,Health Care,Health Care Equipment & Suppli,BBG006MM6RW2
PLPC UW Equity,Preformed Line Products Co,Industrials,Electrical Equipment,BBG000M6C6H6
IBKC UW Equity,IBERIABANK Corp,Financials,Banks,BBG000M016H1
VRTV UN Equity,Veritiv Corp,Industrials,Trading Companies & Distributo,BBG005XZHRG9
CVTI UW Equity,Covenant Transportation Group Inc,Industrials,Road & Rail,BBG000DNYWY9
OVBC UQ Equity,Ohio Valley Banc Corp,Financials,Banks,BBG000BW6SD4
SASR UW Equity,Sandy Spring Bancorp Inc,Financials,Banks,BBG000BR8FF9
GBL UN Equity,GAMCO Investors Inc,Financials,Capital Markets,BBG000BLP501
SBGI UW Equity,Sinclair Broadcast Group Inc,Communication Services,Media,BBG000F2Z955
VCYT UQ Equity,Veracyte Inc,Health Care,Biotechnology,BBG005CHFX17
BHB UA Equity,Bar Harbor Bankshares,Financials,Banks,BBG000JKM0G2
NVEC UR Equity,NVE Corp,Information Technology,Semiconductors & Semiconductor,BBG000N22R52
UNTY UQ Equity,Unity Bancorp Inc,Financials,Banks,BBG000K0L0R3
CBZ UN Equity,CBIZ Inc,Industrials,Professional Services,BBG000FQD411
AIR UN Equity,AAR Corp,Industrials,Aerospace & Defense,BBG000BBGS03
SYX UN Equity,Systemax Inc,Industrials,Trading Companies & Distributo,BBG000KFPF93
APLE UN Equity,Apple Hospitality REIT Inc,Real Estate,Equity Real Estate Investment,BBG008P33727
KRNY UW Equity,Kearny Financial Corp/MD,Financials,Thrifts & Mortgage Finance,BBG008N1HY83
ACNB UR Equity,ACNB Corp,Financials,Banks,BBG000BJ2TV5
PWOD UW Equity,Penns Woods Bancorp Inc,Financials,Banks,BBG000BR1RX0
BANR UW Equity,Banner Corp,Financials,Banks,BBG000MW1Z96
KFRC UW Equity,Kforce Inc,Industrials,Professional Services,BBG000LK0LM0
RICK UQ Equity,RCI Hospitality Holdings Inc,Consumer Discretionary,"Hotels, Restaurants & Leisure",BBG000FLV5Z2
NWPX UW Equity,Northwest Pipe Co,Industrials,Construction & Engineering,BBG000FLY3M8
SIX UN Equity,Six Flags Entertainment Corp,Consumer Discretionary,"Hotels, Restaurants & Leisure",BBG000F4W2P7
POR UN Equity,Portland General Electric Co,Utilities,Electric Utilities,BBG000BCRRB9
YORW UW Equity,York Water Co/The,Utilities,Water Utilities,BBG000BRZVQ2
BBX UN Equity,BBX Capital Corp,Consumer Discretionary,"Hotels, Restaurants & Leisure",BBG000C037Z8
CMCO UW Equity,Columbus McKinnon Corp/NY,Industrials,Machinery,BBG000BCX753
PRSP UN Equity,Perspecta Inc,Information Technology,IT Services,BBG00KVYXB41
LNDC UW Equity,Landec Corp,Consumer Staples,Food Products,BBG000G1H6G0
WH UN Equity,Wyndham Hotels & Resorts Inc,Consumer Discretionary,"Hotels, Restaurants & Leisure",BBG00JNGJ514
WHD UN Equity,Cactus Inc,Energy,Energy Equipment & Services,BBG00JRH1PD0
IDT UN Equity,IDT Corp,Communication Services,Diversified Telecommunication,BBG000NRVSW3
CASS UW Equity,Cass Information Systems Inc,Information Technology,IT Services,BBG000BCXXV7
CVIA UN Equity,Covia Holdings Corp,Energy,Energy Equipment & Services,BBG00L1HJKV5
KVHI UW Equity,KVH Industries Inc,Information Technology,Communications Equipment,BBG000C1TXR0
PFBI UQ Equity,Premier Financial Bancorp Inc,Financials,Banks,BBG000BYQ4G8
NBIX UW Equity,Neurocrine Biosciences Inc,Health Care,Biotechnology,BBG000GJTN99
RUSHA UW Equity,Rush Enterprises Inc,Industrials,Trading Companies & Distributo,BBG000PLLWL8
ATKR UN Equity,Atkore International Group Inc,Industrials,Electrical Equipment,BBG00CG8MD78
CASI UR Equity,CASI Pharmaceuticals Inc,Health Care,Biotechnology,BBG000GW8VS4
DECK UN Equity,Deckers Outdoor Corp,Consumer Discretionary,"Textiles, Apparel & Luxury Goo",BBG000BKY175
MFIN UW Equity,Medallion Financial Corp,Financials,Consumer Finance,BBG000GPQPX6
OCFC UW Equity,OceanFirst Financial Corp,Financials,Thrifts & Mortgage Finance,BBG000GYMZP8
FFG UN Equity,FBL Financial Group Inc,Financials,Insurance,BBG000H0JLM9
PEGA UW Equity,Pegasystems Inc,Information Technology,Software,BBG000H1VK72
VLY UW Equity,Valley National Bancorp,Financials,Banks,BBG000D4Z4M5
CZNC UR Equity,Citizens & Northern Corp,Financials,Banks,BBG000BRWGT5
CVLY UQ Equity,Codorus Valley Bancorp Inc,Financials,Banks,BBG000BRYGC1
AIT UN Equity,Applied Industrial Technologies Inc,Industrials,Trading Companies & Distributo,BBG000BBHK72
DHIL UW Equity,Diamond Hill Investment Group Inc,Financials,Capital Markets,BBG000K7DYJ2
KRYS UQ Equity,Krystal Biotech Inc,Health Care,Biotechnology,BBG00HJJ4P46
ASC UN Equity,Ardmore Shipping Corp,Energy,"Oil, Gas & Consumable Fuels",BBG004SCC108
SFM UW Equity,Sprouts Farmers Market Inc,Consumer Staples,Food & Staples Retailing,BBG004K1BZ88
NOVT UW Equity,Novanta Inc,Information Technology,"Electronic Equipment, Instrume",BBG000JB2J46
RYTM UQ Equity,Rhythm Pharmaceuticals Inc,Health Care,Biotechnology,BBG00HMVG5L7
TPH UN Equity,TRI Pointe Group Inc,Consumer Discretionary,Household Durables,BBG003QVLQD1
ADMA UQ Equity,ADMA Biologics Inc,Health Care,Biotechnology,BBG002Z1LMV8
AJG UN Equity,Arthur J Gallagher & Co,Financials,Insurance,BBG000BBHZK4
YGYI UR Equity,Youngevity International Inc,Consumer Staples,Personal Products,BBG000NGZWN4
SYKE UW Equity,Sykes Enterprises Inc,Information Technology,IT Services,BBG000BBJ029
RPAI UN Equity,Retail Properties of America Inc,Real Estate,Equity Real Estate Investment,BBG001J2Q2L6
RTRX UQ Equity,Retrophin Inc,Health Care,Biotechnology,BBG000P9D9Q0
GLYC UQ Equity,GlycoMimetics Inc,Health Care,Biotechnology,BBG005CZ9J24
APLT UQ Equity,Applied Therapeutics Inc,Health Care,Biotechnology,BBG00NWLJPF5
BRBR UN Equity,BellRing Brands Inc,Consumer Staples,Personal Products,BBG00QB9FGZ0
WDAY UW Equity,Workday Inc,Information Technology,Software,BBG003BW0FC3
CSTL UQ Equity,Castle Biosciences Inc,Health Care,Biotechnology,BBG00PKS73L3
LVGO UW Equity,Livongo Health Inc,Health Care,Health Care Technology,BBG00PLY7534
USNA UN Equity,USANA Health Sciences Inc,Consumer Staples,Personal Products,BBG000BX2BQ9
HCAT UW Equity,Health Catalyst Inc,Health Care,Health Care Technology,BBG00P1J0CR5
LIVN UW Equity,LivaNova PLC,Health Care,Health Care Equipment & Suppli,BBG009LGHGN2
FCBP UR Equity,First Choice Bancorp,Financials,Banks,BBG00JM2HNG3
ESNT UN Equity,Essent Group Ltd,Financials,Thrifts & Mortgage Finance,BBG0058YL7L3
DOW UN Equity,Dow Inc,Materials,Chemicals,BBG00LXXHZT7
CYCN UW Equity,Cyclerion Therapeutics Inc,Health Care,Biotechnology,BBG00KXXHYY6
NOVA UN Equity,Sunnova Energy International Inc,Utilities,Independent Power and Renewabl,BBG00PLQ1JW5
PROS UN Equity,ProSight Global Inc,Financials,Insurance,BBG00PM24PQ7
AKRX UW Equity,Akorn Inc,Health Care,Pharmaceuticals,BBG000BBJN38
UVSP UW Equity,Univest Financial Corp,Financials,Banks,BBG000BRTXF7
XON UW Equity,Intrexon Corp,Health Care,Biotechnology,BBG004TDDJ32
NSA UN Equity,National Storage Affiliates Trust,Real Estate,Equity Real Estate Investment,BBG008417VT8
NTRA UW Equity,Natera Inc,Health Care,Biotechnology,BBG009BP2W18
GDDY UN Equity,GoDaddy Inc,Information Technology,IT Services,BBG006MDLY41
FFIC UW Equity,Flushing Financial Corp,Financials,Banks,BBG000BZS4K8
MMI UN Equity,Marcus & Millichap Inc,Real Estate,Real Estate Management & Devel,BBG005GBRSX9
ALCO UW Equity,Alico Inc,Consumer Staples,Food Products,BBG000BBK0L6
SWCH UN Equity,Switch Inc,Information Technology,IT Services,BBG00HPF1KV1
CSTR UW Equity,Capstar Financial Holdings Inc,Financials,Banks,BBG00DQ9R913
MATX UN Equity,Matson Inc,Industrials,Marine,BBG000BBK5Q0
CTRA UN Equity,Contura Energy Inc,Energy,"Oil, Gas & Consumable Fuels",BBG00DM0B9H6
OVLY UR Equity,Oak Valley Bancorp,Financials,Banks,BBG000G72J75
BUSE UW Equity,First Busey Corp,Financials,Banks,BBG000JNDQ42
CARO UR Equity,Carolina Financial Corp,Financials,Banks,BBG004V9R2P6
ISTR UQ Equity,Investar Holding Corp,Financials,Banks,BBG006HGZCV3
NERV UQ Equity,Minerva Neurosciences Inc,Health Care,Biotechnology,BBG0069PRMV9
SBBP UW Equity,Strongbridge Biopharma PLC,Health Care,Pharmaceuticals,BBG009XQWJ18
FTV UN Equity,Fortive Corp,Industrials,Machinery,BBG00BLVZ282
INSP UN Equity,Inspire Medical Systems Inc,Health Care,Health Care Technology,BBG00KK0J207
RUBI UN Equity,Rubicon Project Inc/The,Consumer Discretionary,Internet & Direct Marketing Re,BBG005YZ3NF3
PS UW Equity,Pluralsight Inc,Information Technology,Software,BBG00KMYC5R2
JYNT UR Equity,Joint Corp/The,Health Care,Health Care Providers & Servic,BBG0074VSJZ1
UBFO UW Equity,United Security Bancshares/Fresno CA,Financials,Banks,BBG000G83DC9
EPM UA Equity,Evolution Petroleum Corp,Energy,"Oil, Gas & Consumable Fuels",BBG000C15TK2
WSC UR Equity,WillScot Corp,Industrials,Construction & Engineering,BBG00B0FS9H3
OLED UW Equity,Universal Display Corp,Information Technology,Semiconductors & Semiconductor,BBG000BLRZK1
HTLF UW Equity,Heartland Financial USA Inc,Financials,Banks,BBG000GKH2W9
VER UN Equity,VEREIT Inc,Real Estate,Equity Real Estate Investment,BBG001J4J8Y3
XENT UQ Equity,Intersect ENT Inc,Health Care,Pharmaceuticals,BBG006T3H8B0
ALK UN Equity,Alaska Air Group Inc,Industrials,Airlines,BBG000BBL222
MTN UN Equity,Vail Resorts Inc,Consumer Discretionary,"Hotels, Restaurants & Leisure",BBG000BCMYM7
GERN UW Equity,Geron Corp,Health Care,Biotechnology,BBG000GX2QD5
FNLC UW Equity,First Bancorp Inc/ME,Financials,Banks,BBG000KN8BK1
HOLX UW Equity,Hologic Inc,Health Care,Health Care Equipment & Suppli,BBG000C3P591
GPK UN Equity,Graphic Packaging Holding Co,Materials,Containers & Packaging,BBG000GQ8Q26
FDP UN Equity,Fresh Del Monte Produce Inc,Consumer Staples,Food Products,BBG000JLQJS2
